salary, info
High,Business Business Undergraduate 2007 Bachelor 3.04 multi-modal A3 
High,Science M.S.inChemistry Postgraduate 2007 Bachelor 3.44 external A3 
Medium,Business Business Undergraduate 2007 Bachelor 2.83 multi-modal C 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2007 High-school 3 internal C 
Low,ComputerScience B.S.inComputerScience Postgraduate 2007 High-school 2.92 multi-modal B1 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2007 High-school 3.62 internal F 
Medium,Science B.S.inMathematicalSciences Undergraduate 2007 High-school 3.73 internal B2 
Medium,Science B.A.inBiologicalSciences Undergraduate 2007 High-school 2.89 internal B1 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2007 High-school 3.46 external B1 
High,ComputerScience B.S.inComputerScience Postgraduate 2007 Bachelor 3.85 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 3.47 internal A1 
Medium,Business MBA Postgraduate 2010 High-school 3.17 internal B2 
High,Business MSCF Postgraduate 2010 High-school 3.26 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2010 Bachelor 3.63 internal B1 
Medium,Business Business Undergraduate 2010 Bachelor 3.06 multi-modal A2 
Medium,Business MSCF Postgraduate 2010 Bachelor 3.35 internal B1 
High,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.47 internal A3 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 High-school 3.46 internal A3 
Medium,Science B.A.inChemistry Undergraduate 2010 Bachelor 3.55 multi-modal B1 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.4 internal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.75 external F 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2010 High-school 3.94 internal B2 
Medium,Science B.S.inMathematicalSciences Undergraduate 2010 Bachelor 2.9 internal B1 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2010 High-school 3.93 multi-modal B2 
High,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 2.92 internal A3 
Medium,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.03 internal B2 
Low,Business Business Undergraduate 2010 Bachelor 3.75 internal B2 
High,Business Economics Undergraduate 2010 Bachelor 3.64 internal A3 
High,Business Economics Undergraduate 2010 High-school 3.44 internal A3 
High,Science B.S.inMathematicalSciences Undergraduate 2010 Bachelor 2.89 internal A3 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.21 multi-modal B1 
Medium,Business Business Undergraduate 2010 Bachelor 3.74 internal B1 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.54 multi-modal B1 
High,Science M.S.inBiologicalSciences Postgraduate 2010 High-school 3.27 internal A3 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 High-school 3.31 internal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 High-school 3.96 internal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.07 internal A3 
Medium,Science B.A.inChemistry Undergraduate 2010 High-school 3.18 multi-modal B2 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.19 internal B2 
High,Science B.A.inChemistry Undergraduate 2010 High-school 3.14 multi-modal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2010 Bachelor 3.28 multi-modal B1 
Medium,Business Business Undergraduate 2010 High-school 3.06 internal C 
Low,Business MSCF Postgraduate 2010 Bachelor 3.13 internal B2 
Low,Science B.A.inChemistry Postgraduate 2010 Bachelor 3.01 internal F 
Medium,Science B.A.inChemistry Postgraduate 2010 Bachelor 3.16 multi-modal B1 
Medium,Science M.S.inChemistry Undergraduate 2010 High-school 3.59 internal A2 
Low,Business Business Undergraduate 2010 High-school 3.53 external B1 
Medium,Business MSCF Postgraduate 2010 Bachelor 3.14 multi-modal B2 
High,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 3.64 multi-modal A3 
Low,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.24 internal B3 
High,Science B.S.inMathematicalSciences Postgraduate 2010 Bachelor 3.37 internal A3 
High,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 3.93 external A3 
Medium,Science M.S.inChemistry Undergraduate 2010 High-school 3.12 internal B2 
Medium,ComputerScience M.S.inComputerScience Undergraduate 2010 High-school 3.03 multi-modal B1 
Medium,Business Business Postgraduate 2010 Bachelor 3.91 multi-modal B2 
Medium,ComputerScience B.S.inComputerScience Undergraduate 2010 High-school 3.86 internal B1 
High,Business Economics Postgraduate 2010 Bachelor 3.69 external A3 
Medium,ComputerScience M.S.inComputerScience Undergraduate 2010 High-school 3.2 multi-modal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Undergraduate 2010 High-school 3.47 internal B2 
Medium,Business MSCF Postgraduate 2010 Bachelor 3.41 internal B2 
Low,Science B.A.inChemistry Postgraduate 2010 Bachelor 3.95 external B3 
Medium,Business MBA Postgraduate 2010 Bachelor 3.16 external A2 
Medium,Business MBA Postgraduate 2010 Bachelor 3.45 multi-modal B2 
Medium,Business Economics Postgraduate 2010 Bachelor 3.74 internal B2 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.33 multi-modal B1 
High,Business MSCF Postgraduate 2010 Bachelor 3.24 internal A3 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.3 internal B1 
Medium,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.02 multi-modal B1 
Low,Business MBA Undergraduate 2010 High-school 3.42 internal B1 
High,InformationSystem M.S.inInformationSystemManagement Undergraduate 2010 High-school 3.26 external A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.95 internal A3 
High,Business Economics Undergraduate 2010 High-school 3.02 internal A3 
Low,InformationSystem M.S.inInformationTechnology Undergraduate 2010 High-school 3.84 internal B3 
High,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.02 internal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.23 internal A1 
Medium,ComputerScience B.S.inComputerScience Undergraduate 2010 High-school 2.88 multi-modal B1 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.49 internal B1 
Medium,Science M.S.inChemistry Postgraduate 2010 Bachelor 2.85 external B1 
Low,Business MSCF Undergraduate 2010 High-school 3.23 internal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.43 internal A1 
High,Science B.A.inChemistry Undergraduate 2010 High-school 2.82 internal A3 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 2.82 internal A2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.94 external B1 
Medium,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 3.06 multi-modal F 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.42 multi-modal B2 
Medium,Science B.A.inChemistry Postgraduate 2010 Bachelor 2.84 internal B2 
Low,InformationSystem M.S.inInformationSystemManagement Undergraduate 2010 High-school 3.3 internal B2 
Low,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 3.88 internal B1 
High,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.33 internal A3 
Medium,Science M.S.inChemistry Postgraduate 2010 Bachelor 2.95 internal B2 
High,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 2.99 multi-modal A3 
Medium,Business MSCF Postgraduate 2010 Bachelor 3.64 internal A2 
Medium,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.05 multi-modal B1 
Medium,InformationSystem M.S.inInformationTechnology Undergraduate 2010 High-school 3.96 internal B1 
High,Business Business Undergraduate 2010 High-school 3.59 internal A3 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.3 multi-modal A1 
High,Business Business Undergraduate 2010 High-school 3.18 internal A3 
Low,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.55 external B2 
High,Business Business Undergraduate 2010 High-school 3.43 internal A3 
Medium,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 2.86 multi-modal A1 
High,Business Business Postgraduate 2010 Bachelor 3.19 internal A3 
High,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.36 internal B1 
High,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.74 internal B2 
High,Business MBA Postgraduate 2010 Bachelor 3.66 multi-modal A3 
High,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 2.9 multi-modal B2 
Medium,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.73 internal B1 
Medium,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 3.36 internal B1 
High,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.75 multi-modal A3 
High,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 3.72 multi-modal A3 
High,Business Business Undergraduate 2010 High-school 3.87 internal A3 
High,Science M.S.inBiologicalSciences Undergraduate 2010 High-school 3.24 internal B1 
High,Business Economics Postgraduate 2010 Bachelor 3.83 external B2 
High,Science M.S.inChemistry Undergraduate 2010 High-school 3.54 multi-modal B1 
Medium,Science B.A.inBiologicalSciences Undergraduate 2010 High-school 2.89 internal A2 
Medium,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.92 internal A2 
Medium,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.26 internal B1 
Medium,Business Business Undergraduate 2010 High-school 3.72 internal B1 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 2.86 internal B1 
High,Business Economics Postgraduate 2010 Bachelor 3.65 multi-modal B1 
Medium,ComputerScience M.S.inComputerScience Undergraduate 2010 High-school 3.45 internal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 2.99 internal A3 
Low,Business MSCF Undergraduate 2010 High-school 3.37 multi-modal B2 
Low,Science B.A.inChemistry Postgraduate 2010 Bachelor 3.4 internal B3 
Medium,Business MBA Postgraduate 2010 Bachelor 3.92 multi-modal B2 
Medium,Business MBA Postgraduate 2010 Bachelor 2.93 external B1 
High,Business Economics Postgraduate 2010 Bachelor 3.92 internal A3 
High,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 2.99 internal B1 
High,Business MSCF Undergraduate 2010 High-school 3.06 internal A3 
High,InformationSystem M.S.inInformationSystemManagement Undergraduate 2010 High-school 3.24 multi-modal B1 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.36 internal A3 
Medium,Business MBA Postgraduate 2010 Bachelor 3.05 multi-modal A2 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.41 internal B2 
Medium,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 3.12 internal B2 
Medium,Business Economics Undergraduate 2010 High-school 3.48 internal B2 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.94 external B1 
High,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.52 internal A3 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 2.84 external A3 
Medium,ComputerScience B.S.inComputerScience Undergraduate 2010 High-school 3.89 multi-modal A1 
High,Science B.A.inChemistry Postgraduate 2010 Bachelor 3.69 internal A3 
High,Science B.S.inMathematicalSciences Postgraduate 2010 Bachelor 3.23 external A3 
High,Business MBA Undergraduate 2010 High-school 3.83 multi-modal A3 
High,Business Economics Undergraduate 2010 High-school 3.99 internal A3 
Medium,Business MBA Postgraduate 2010 Bachelor 3.34 internal B1 
High,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 3.36 external A3 
High,Science B.A.inChemistry Postgraduate 2010 Bachelor 3.12 internal A3 
Medium,Business MBA Postgraduate 2010 Bachelor 2.84 multi-modal B3 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.19 internal C 
Medium,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.13 internal B1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.21 internal A2 
High,Business MSCF Postgraduate 2010 Bachelor 3.13 multi-modal B2 
Medium,Business MBA Undergraduate 2010 High-school 3.07 multi-modal B2 
Medium,Science M.S.inBiologicalSciences Undergraduate 2010 High-school 3.13 internal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.11 internal C 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.69 internal B2 
High,Business Economics Undergraduate 2010 High-school 3.91 external B1 
Medium,Science B.S.inMathematicalSciences Postgraduate 2010 Bachelor 3.14 multi-modal B2 
High,InformationSystem M.S.inInformationSystemManagement Undergraduate 2010 High-school 2.88 internal B1 
Medium,Science B.S.inMathematicalSciences Postgraduate 2010 Bachelor 3.16 external A2 
High,Science B.S.inMathematicalSciences Postgraduate 2010 Bachelor 3.04 internal B2 
High,ComputerScience B.S.inComputerScience Postgraduate 2010 Bachelor 2.95 internal A3 
Medium,Business MSCF Postgraduate 2010 Bachelor 3.08 external B2 
High,Business Business Undergraduate 2010 High-school 3.46 multi-modal A3 
Medium,Business MBA Postgraduate 2010 Bachelor 3.48 multi-modal A2 
High,Science M.S.inChemistry Undergraduate 2010 High-school 3.07 internal A3 
High,Business Business Undergraduate 2010 High-school 3.89 multi-modal B1 
High,Business MSCF Postgraduate 2010 Bachelor 3.57 internal A3 
High,Science B.S.inMathematicalSciences Undergraduate 2010 High-school 3.64 internal C 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2010 Bachelor 3.51 internal B2 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.07 internal C 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 2.81 multi-modal B2 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 3.62 internal F 
Medium,Business MBA Postgraduate 2010 Bachelor 3.58 multi-modal B1 
High,Business Economics Postgraduate 2010 Bachelor 3.52 internal B2 
High,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 2.86 multi-modal A3 
Low,ComputerScience M.S.inComputerScience Undergraduate 2010 High-school 3.95 internal B1 
High,ComputerScience M.S.inComputerScience Undergraduate 2010 High-school 3.47 internal B1 
High,Business MSCF Undergraduate 2010 High-school 3.14 internal B2 
High,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.61 multi-modal A3 
High,Business MSCF Undergraduate 2010 High-school 3.71 internal A3 
High,Science M.S.inBiologicalSciences Postgraduate 2010 Bachelor 2.86 internal A3 
Excellent,Science M.S.inChemistry Undergraduate 2010 High-school 3.66 multi-modal B1 
Excellent,Business MSCF Postgraduate 2010 Bachelor 2.93 internal A2 
Low,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 3.93 internal A1 
Medium,Science B.A.inChemistry Undergraduate 2010 High-school 3.91 multi-modal A1 
High,InformationSystem M.S.inInformationTechnology Undergraduate 2010 High-school 3.56 external B2 
Low,Business Business Postgraduate 2010 Bachelor 3.73 internal F 
High,Business MSCF Postgraduate 2010 Bachelor 3.75 internal B1 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2010 Bachelor 2.85 internal A3 
Medium,Business Business Undergraduate 2010 High-school 3.07 internal B2 
Medium,InformationSystem M.S.inInformationSystemManagement Undergraduate 2010 High-school 3.66 internal B1 
High,Business Business Postgraduate 2010 Bachelor 3.78 internal F 
Medium,Science M.S.inChemistry Postgraduate 2010 Bachelor 3.48 internal B2 
High,Business Business Undergraduate 2010 High-school 3.9 internal A3 
Excellent,Science B.A.inBiologicalSciences Postgraduate 2010 Bachelor 2.83 internal A2 
Medium,Business Business Postgraduate 2010 Bachelor 2.98 internal C 
High,ComputerScience M.S.inComputerScience Postgraduate 2010 Bachelor 3.73 multi-modal B1 
Excellent,Science M.S.inBiologicalSciences Undergraduate 2011 High-school 3.62 multi-modal A2 
High,Business MBA Postgraduate 2011 Bachelor 3.52 internal B2 
High,Science B.A.inBiologicalSciences Postgraduate 2011 Bachelor 2.88 internal A3 
High,Science M.S.inBiologicalSciences Undergraduate 2011 High-school 3.12 multi-modal A3 
